연도,월,달력연도/월,순주문 구분,제품계층구조1,제품계층구조2,제품계층구조3,제품코드,제품명,약정기간,리스구분,비용구분,총렌탈(건),렌탈(건),재렌탈(건),일시불 건
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100787,CMQ-ST01EH,9,금융리스,4M,91,87,4,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100787,CMQ-ST01EH,9,금융리스,서비스프리,80,72,8,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100787,CMQ-ST01EH,지정되지 않음,지정되지 않음,4M,,,,1
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,5,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,5,금융리스,4M,17,17,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,5,금융리스,서비스프리,8,8,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,7,금융리스,1회서비스,8,8,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,7,금융리스,4M,83,59,24,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,7,금융리스,서비스프리,25,22,3,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,9,금융리스,1회서비스,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,9,금융리스,4M,17,16,1,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100794,CMQ-SE01,9,금융리스,서비스프리,8,8,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,5,금융리스,4M,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,7,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,7,금융리스,4M,17,15,2,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,7,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,9,금융리스,4M,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100812,CMQ-SP01SC,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,5,금융리스,4M,18,18,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,5,금융리스,서비스프리,6,6,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,7,금융리스,4M,12,10,2,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,7,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,9,금융리스,4M,9,9,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100816,CMQ-SP01S,9,금융리스,서비스프리,3,2,1,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100823,CMQ-AS05_NV,5,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100823,CMQ-AS05_NV,5,금융리스,4M,13,13,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100823,CMQ-AS05_NV,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100823,CMQ-AS05_NV,7,금융리스,4M,27,25,2,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100823,CMQ-AS05_NV,7,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,5,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,5,금융리스,4M,12,12,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,7,금융리스,1회서비스,6,6,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,7,금융리스,4M,29,27,2,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100827,CMQ-AS05_BG,7,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,5,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,5,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,7,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,7,금융리스,4M,7,7,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100831,CMQ-AS04_NV,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100852,CMQ-AS04_BG,5,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100852,CMQ-AS04_BG,7,금융리스,1회서비스,3,1,2,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100852,CMQ-AS04_BG,7,금융리스,4M,11,10,1,
2025,2,2025.02,순주문,매트리스,매트리스,퀸 사이즈 매트리스,4100852,CMQ-AS04_BG,7,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,5,금융리스,4M,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,7,금융리스,1회서비스,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,7,금융리스,4M,6,4,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,9,금융리스,4M,3,2,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100313,CMK-SL01,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,5,금융리스,1회서비스,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,5,금융리스,4M,42,39,3,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,5,금융리스,서비스프리,16,16,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,6,금융리스,4M,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,7,금융리스,1회서비스,8,7,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,7,금융리스,4M,129,108,21,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,7,금융리스,서비스프리,41,37,4,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,9,금융리스,1회서비스,6,6,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,9,금융리스,4M,33,31,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,9,금융리스,서비스프리,8,8,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100386,CMK-S03H,지정되지 않음,지정되지 않음,4M,,,,1
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,5,금융리스,4M,14,14,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,7,금융리스,1회서비스,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,7,금융리스,4M,44,36,8,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,7,금융리스,서비스프리,12,12,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,9,금융리스,4M,12,12,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100387,CMK-S03M,지정되지 않음,지정되지 않음,4M,,,,1
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,5,금융리스,4M,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,6,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,7,금융리스,4M,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,9,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100495,CMK-PR03,지정되지 않음,지정되지 않음,4M,,,,1
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,5,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,5,금융리스,4M,33,31,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,5,금융리스,서비스프리,12,11,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,6,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,7,금융리스,1회서비스,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,7,금융리스,4M,70,59,11,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,7,금융리스,서비스프리,21,21,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,9,금융리스,1회서비스,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,9,금융리스,4M,19,17,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100543,CMK-PR04H_V2,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,5,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,5,금융리스,4M,29,28,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,5,금융리스,서비스프리,6,5,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,6,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,7,금융리스,1회서비스,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,7,금융리스,4M,52,47,5,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,7,금융리스,서비스프리,12,11,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,9,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,9,금융리스,4M,20,16,4,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,9,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100544,CMK-PR04M_V2,지정되지 않음,지정되지 않음,4M,,,,2
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,5,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,5,금융리스,4M,17,17,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,5,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,6,금융리스,4M,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,7,금융리스,1회서비스,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,7,금융리스,4M,34,32,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,7,금융리스,서비스프리,13,12,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,9,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,9,금융리스,4M,8,7,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100646,CMK-S05,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,5,금융리스,4M,7,6,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,7,금융리스,4M,29,23,6,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,7,금융리스,서비스프리,10,8,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,9,금융리스,4M,9,7,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100793,CMK-SE01,9,금융리스,서비스프리,6,6,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,5,금융리스,4M,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,7,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,7,금융리스,4M,8,8,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,9,금융리스,4M,4,4,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100811,CMK-SP01SC,9,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,5,금융리스,4M,10,10,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,7,금융리스,4M,14,14,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,9,금융리스,4M,4,3,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100815,CMK-SP01S,지정되지 않음,지정되지 않음,4M,,,,1
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,5,금융리스,1회서비스,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,5,금융리스,4M,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,7,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,7,금융리스,4M,18,16,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100822,CMK-AS05_NV,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,5,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,5,금융리스,4M,12,12,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,7,금융리스,1회서비스,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,7,금융리스,4M,35,33,2,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100826,CMK-AS05_BG,7,금융리스,서비스프리,5,4,1,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100830,CMK-AS04_NV,5,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100830,CMK-AS04_NV,5,금융리스,4M,2,2,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100830,CMK-AS04_NV,7,금융리스,1회서비스,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100830,CMK-AS04_NV,7,금융리스,4M,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100830,CMK-AS04_NV,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100851,CMK-AS04_BG,5,금융리스,4M,3,3,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100851,CMK-AS04_BG,7,금융리스,4M,5,5,,
2025,2,2025.02,순주문,매트리스,매트리스,킹 사이즈 매트리스,4100851,CMK-AS04_BG,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100498,CFLK-F02B(CFLK-F02B),7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100785,CFLK-F04_GR,5,금융리스,서비스프리,4,3,1,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100785,CFLK-F04_GR,7,금융리스,서비스프리,9,9,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100785,CFLK-F04_GR,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100786,CFLK-F04_BG,5,금융리스,서비스프리,8,7,1,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100786,CFLK-F04_BG,7,금융리스,서비스프리,17,17,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 파운데이션,4100786,CFLK-F04_BG,9,금융리스,서비스프리,7,5,2,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100500,CFLK-TM10G,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100500,CFLK-TM10G,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100500,CFLK-TM10G,7,금융리스,서비스프리,7,6,1,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100500,CFLK-TM10G,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100835,CFLK-TM12_BG,5,금융리스,서비스프리,25,24,1,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100835,CFLK-TM12_BG,7,금융리스,서비스프리,27,27,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100835,CFLK-TM12_BG,9,금융리스,서비스프리,16,16,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100835,CFLK-TM12_BG,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100836,CFLK-TM12_GR,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100836,CFLK-TM12_GR,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100836,CFLK-TM12_GR,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100919,CFLK-CB04_GR/HB,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100919,CFLK-CB04_GR/HB,7,금융리스,서비스프리,6,5,1,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100919,CFLK-CB04_GR/HB,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100920,CFLK-CB04_BK/HB,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100920,CFLK-CB04_BK/HB,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100921,CFLK-CB04_GR/GC,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,라지킹 사이즈 프레임,4100921,CFLK-CB04_GR/GC,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100237,CFSS-F02B(CFSS-F02B),5,금융리스,서비스프리,11,10,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100237,CFSS-F02B(CFSS-F02B),7,금융리스,서비스프리,20,16,4,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100237,CFSS-F02B(CFSS-F02B),9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100425,CFSS-F03G,5,금융리스,서비스프리,21,18,3,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100425,CFSS-F03G,6,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100425,CFSS-F03G,7,금융리스,서비스프리,83,73,10,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100425,CFSS-F03G,9,금융리스,서비스프리,12,11,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100776,CFSS-F04_GR,5,금융리스,서비스프리,49,44,5,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100776,CFSS-F04_GR,7,금융리스,서비스프리,169,158,11,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100776,CFSS-F04_GR,9,금융리스,서비스프리,46,42,4,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100776,CFSS-F04_GR,지정되지 않음,지정되지 않음,서비스프리,,,,2
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100777,CFSS-F04_BG,5,금융리스,서비스프리,123,115,8,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100777,CFSS-F04_BG,7,금융리스,서비스프리,564,535,29,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100777,CFSS-F04_BG,9,금융리스,서비스프리,149,144,5,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 파운데이션,4100777,CFSS-F04_BG,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100379,CFSS-SM01N,5,금융리스,서비스프리,28,28,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100379,CFSS-SM01N,7,금융리스,서비스프리,33,31,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100379,CFSS-SM01N,9,금융리스,서비스프리,22,16,6,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100413,CFSS-LM01G,5,금융리스,서비스프리,8,8,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100413,CFSS-LM01G,7,금융리스,서비스프리,32,30,2,
