연도,월,달력연도/월,순주문 구분,제품계층구조1,제품계층구조2,제품계층구조3,제품코드,제품명,약정기간,리스구분,비용구분,총렌탈(건),렌탈(건),재렌탈(건),일시불 건
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,5,금융리스,1회서비스,12,10,2,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,5,금융리스,서비스프리,50,46,4,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,6,금융리스,1회서비스,23,19,4,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,6,금융리스,서비스프리,23,23,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,7,금융리스,1회서비스,13,11,2,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,7,금융리스,서비스프리,30,30,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100730,CIP-30WWS,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,5,금융리스,1회서비스,12,12,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,5,금융리스,서비스프리,24,24,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,6,금융리스,1회서비스,4,3,1,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,6,금융리스,서비스프리,16,15,1,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,7,금융리스,1회서비스,7,7,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100731,CIP-30WPS,7,금융리스,서비스프리,17,17,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,5,금융리스,1회서비스,1,1,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,5,금융리스,서비스프리,10,6,4,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,6,금융리스,1회서비스,6,6,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,6,금융리스,서비스프리,3,3,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,7,금융리스,1회서비스,2,2,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,7,금융리스,서비스프리,8,8,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100732,CIP-30WLS,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,5,금융리스,1회서비스,5,5,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,5,금융리스,서비스프리,16,15,1,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,6,금융리스,1회서비스,6,5,1,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,6,금융리스,서비스프리,7,7,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,7,금융리스,1회서비스,3,3,,
2025,1,2025.01,순주문,기타,전기레인지,지정되지 않음,4100733,CIP-30WGS,7,금융리스,서비스프리,16,15,1,
2025,1,2025.01,순주문,기타,제습기,AD-1221E,113260,AD-1221E,지정되지 않음,지정되지 않음,서비스프리,,,,16
2025,1,2025.01,순주문,기타,제습기,AD-1615A,111031,AD-1615A,지정되지 않음,지정되지 않음,서비스프리,,,,15
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,5,금융리스,4M,13,12,1,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,5,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,7,금융리스,4M,37,35,2,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,7,금융리스,서비스프리,7,7,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,9,금융리스,4M,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,9,금융리스,서비스프리,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100398,CMLK-S03H,지정되지 않음,지정되지 않음,4M,,,,2
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,5,금융리스,4M,13,10,3,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,5,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,6,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,7,금융리스,4M,14,13,1,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,7,금융리스,서비스프리,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,9,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100399,CMLK-S03M,9,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100810,CMLK-SP01SC,5,금융리스,4M,10,10,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100810,CMLK-SP01SC,5,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100810,CMLK-SP01SC,7,금융리스,4M,9,9,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100810,CMLK-SP01SC,7,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100810,CMLK-SP01SC,9,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,5,금융리스,4M,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,5,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,7,금융리스,4M,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,7,금융리스,서비스프리,2,1,1,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,9,금융리스,4M,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,9,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100814,CMLK-SP01S,지정되지 않음,지정되지 않음,4M,,,,1
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100821,CMLK-AS05_NV,5,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100821,CMLK-AS05_NV,7,금융리스,4M,7,7,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100821,CMLK-AS05_NV,7,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100821,CMLK-AS05_NV,지정되지 않음,지정되지 않음,4M,,,,1
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100825,CMLK-AS05_BG,5,금융리스,4M,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100825,CMLK-AS05_BG,7,금융리스,4M,15,15,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100825,CMLK-AS05_BG,7,금융리스,서비스프리,5,5,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100829,CMLK-AS04_NV,5,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100829,CMLK-AS04_NV,5,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100829,CMLK-AS04_NV,7,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100829,CMLK-AS04_NV,7,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100850,CMLK-AS04_BG,7,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,라지킹 사이즈 매트리스,4100850,CMLK-AS04_BG,7,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,5,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,5,금융리스,서비스프리,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,6,금융리스,4M,2,1,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,7,금융리스,4M,35,23,12,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,7,금융리스,서비스프리,11,9,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,9,금융리스,4M,4,3,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,9,금융리스,서비스프리,5,5,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100311,CMSS-SL01,지정되지 않음,지정되지 않음,4M,,,,1
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,5,금융리스,4M,115,107,8,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,5,금융리스,서비스프리,69,68,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,6,금융리스,4M,13,11,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,7,금융리스,4M,443,381,62,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,7,금융리스,서비스프리,232,221,11,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,9,금융리스,4M,81,72,9,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,9,금융리스,서비스프리,51,49,2,1
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100390,CMSS-S03H,지정되지 않음,지정되지 않음,4M,,,,1
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,5,금융리스,4M,34,29,5,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,5,금융리스,서비스프리,22,21,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,6,금융리스,4M,7,6,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,7,금융리스,4M,133,122,11,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,7,금융리스,서비스프리,81,79,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,9,금융리스,4M,25,24,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,9,금융리스,서비스프리,15,14,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100391,CMSS-S03M,지정되지 않음,지정되지 않음,4M,,,,1
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,5,금융리스,4M,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,5,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,7,금융리스,4M,8,8,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,7,금융리스,서비스프리,5,5,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,9,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100497,CMSS-PR03,9,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,5,금융리스,4M,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,5,금융리스,서비스프리,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,7,금융리스,4M,12,11,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,7,금융리스,서비스프리,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,9,금융리스,4M,6,5,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100509,CMSS-M01M,9,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,5,금융리스,4M,21,19,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,5,금융리스,서비스프리,10,10,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,6,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,7,금융리스,4M,92,69,23,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,7,금융리스,서비스프리,25,20,5,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,9,금융리스,4M,39,33,6,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100547,CMSS-PR04H_V2,9,금융리스,서비스프리,13,13,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,5,금융리스,4M,17,17,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,5,금융리스,서비스프리,12,12,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,6,금융리스,4M,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,7,금융리스,4M,56,48,8,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,7,금융리스,서비스프리,21,19,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,9,금융리스,4M,27,21,6,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100548,CMSS-PR04M_V2,9,금융리스,서비스프리,7,7,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100573,CMSS-OB02_BG,3,금융리스,서비스프리,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100635,CMSS-S03H_RA,5,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100635,CMSS-S03H_RA,7,금융리스,서비스프리,6,6,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100636,CMSS-S03M_RA,7,금융리스,4M,1,1,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100636,CMSS-S03M_RA,7,금융리스,서비스프리,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,5,금융리스,4M,55,53,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,5,금융리스,서비스프리,21,21,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,6,금융리스,4M,4,3,1,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,7,금융리스,4M,164,139,25,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,7,금융리스,서비스프리,87,83,4,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,9,금융리스,4M,43,39,4,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100648,CMSS-S05,9,금융리스,서비스프리,12,12,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,3,금융리스,6M,9,9,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,6,금융리스,4M,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,7,금융리스,4M,8,8,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,7,금융리스,서비스프리,41,39,2,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,9,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100652,CMSS-OB03_BG,9,금융리스,서비스프리,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100653,CMSS-OB03_BK,3,금융리스,6M,4,4,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100653,CMSS-OB03_BK,6,금융리스,4M,3,3,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100653,CMSS-OB03_BK,7,금융리스,4M,9,9,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100653,CMSS-OB03_BK,7,금융리스,서비스프리,30,30,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100653,CMSS-OB03_BK,9,금융리스,서비스프리,2,2,,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100788,CMSS-ST01EH,5,금융리스,4M,50,44,6,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100788,CMSS-ST01EH,5,금융리스,서비스프리,67,62,5,
2025,1,2025.01,순주문,매트리스,매트리스,슈퍼싱글 사이즈 매트리스,4100788,CMSS-ST01EH,6,금융리스,4M,7,6,1,
